3.813E-1,1.5422,2.6E-1
4.023E-1,1.5496,2.5E-1
4.244E-1,1.5566,2.5E-1
4.477E-1,1.5637,2.4E-1
4.723E-1,1.5707,2.3E-1
4.983E-1,1.5778,2.2E-1
5.256E-1,1.5849,2.2E-1
5.545E-1,1.5920,2.1E-1
5.850E-1,1.5992,2.0E-1
6.172E-1,1.6049,1.9E-1
6.511E-1,1.6050,1.9E-1
6.868E-1,1.6056,1.8E-1
7.246E-1,1.6061,1.8E-1
7.644E-1,1.6067,1.8E-1
8.064E-1,1.6072,1.7E-1
8.507E-1,1.6078,1.7E-1
